imagename,label
LT04_L1GS_007023_19821110_20170220_01_T2_MTL,1
LT04_L1GS_183026_19921021_20170121_01_T2_MTL,0
LT04_L1GS_186060_19900311_20170131_01_T2_MTL,0
LT04_L1GS_004054_19880614_20170208_01_T2_MTL,1
LT04_L1GS_006051_19901024_20170128_01_T2_MTL,1
LT04_L1GS_183063_19871024_20170210_01_T2_MTL,1
LT04_L1GS_001117_19890103_20170204_01_T2_MTL,0
LT04_L1TP_191028_19880511_20170208_01_T1_MTL,1
LT04_L1TP_185023_19900523_20170130_01_T1_MTL,1
LT04_L1GS_001054_19890220_20170204_01_T2_MTL,1
LT04_L1GS_010052_19881217_20170205_01_T2_MTL,0
LT04_L1GS_005064_19891014_20170201_01_T2_MTL,0
LT04_L1TP_182031_19910708_20170126_01_T1_MTL,1
LT04_L1TP_186052_19880202_20170209_01_T1_MTL,0
LT04_L1TP_182026_19920710_20170122_01_T1_MTL,1
LT04_L1TP_183029_19890623_20170202_01_T1_MTL,1
LT04_L1TP_182015_19880528_20170208_01_T1_MTL,0
LT04_L1GS_001068_19920706_20170122_01_T2_MTL,1
LT04_L1GS_010052_19881201_20170205_01_T2_MTL,0
LT04_L1TP_188044_19880216_20170209_01_T1_MTL,1
LT04_L1TP_185023_19900608_20170129_01_T1_MTL,1
LT04_L1GS_191117_19891224_20170201_01_T2_MTL,0
LT04_L1GS_191115_19891224_20170201_01_T2_MTL,0
LT04_L1GS_182064_19901228_20170128_01_T2_MTL,1
LT04_L1GS_184064_19900209_20170131_01_T2_MTL,0
LT04_L1GS_004050_19891007_20170201_01_T2_MTL,0
LT04_L1TP_004065_19891007_20170201_01_T2_MTL,1
LT04_L1GS_187034_19880515_20170208_01_T2_MTL,0
LT04_L1GS_009064_19891010_20170201_01_T2_MTL,1
LT04_L1TP_181020_19880825_20170206_01_T1_MTL,0
LT04_L1TP_192055_19880212_20170209_01_T1_MTL,1
LT04_L1TP_180050_19871104_20170210_01_T1_MTL,1
LT04_L1TP_184021_19890513_20170203_01_T1_MTL,0
LT04_L1TP_184022_19880526_20170208_01_T1_MTL,1
LT04_L1GS_187058_19880124_20170210_01_T2_MTL,0
LT04_L1GS_009062_19880719_20170208_01_T2_MTL,1
LT04_L1GS_185062_19880211_20170209_01_T2_MTL,0
LT04_L1GS_186017_19880913_20170206_01_T2_MTL,1
LT04_L1GS_001058_19910109_20170127_01_T2_MTL,1
LT04_L1TP_004066_19920929_20170121_01_T1_MTL,0
LT04_L1TP_180038_19871206_20170210_01_T1_MTL,1
LT04_L1GS_002056_19920627_20170124_01_T2_MTL,1
LT04_L1TP_191037_19880511_20170208_01_T1_MTL,1
LT04_L1TP_192052_19900201_20170131_01_T1_MTL,1
LT04_L1GS_187058_19901215_20170127_01_T2_MTL,0
LT04_L1TP_183026_19890623_20170202_01_T1_MTL,0
LT04_L1TP_007053_19881212_20170205_01_T1_MTL,1
LT04_L1TP_185045_19871123_20170210_01_T1_MTL,0
LT04_L1GS_006113_19891122_20170201_01_T2_MTL,0
LT04_L1TP_186014_19880727_20170208_01_T1_MTL,1
LT04_L1GS_180025_19871222_20170210_01_T2_MTL,1
LT04_L1TP_192027_19900711_20170130_01_T1_MTL,1
LT04_L1GS_006050_19880425_20170209_01_T2_MTL,0
LT04_L1TP_180042_19871120_20170210_01_T1_MTL,0
LT04_L1GS_183063_19880519_20170208_01_T2_MTL,1
LT04_L1TP_191031_19880511_20170208_01_T1_MTL,1
LT04_L1GS_003052_19900309_20170131_01_T2_MTL,0
LT04_L1GS_185063_19901217_20170127_01_T2_MTL,0
LT04_L1TP_189041_19880106_20170210_01_T1_MTL,1
LT04_L1TP_183061_19881229_20170205_01_T1_MTL,1
LT04_L1GS_010051_19880320_20170209_01_T2_MTL,0
LT04_L1GS_187018_19890603_20170203_01_T2_MTL,1
LT04_L1TP_184038_19880424_20170209_01_T1_MTL,1
LT04_L1GS_183027_19871227_20170210_01_T2_MTL,1
LT04_L1TP_186058_19890527_20170203_01_T1_MTL,1
LT04_L1GS_004056_19880614_20170208_01_T2_MTL,1
LT04_L1TP_191049_19890919_20170201_01_T1_MTL,0
LT04_L1TP_002054_19871121_20170210_01_T1_MTL,1
LT04_L1GS_186060_19880625_20170208_01_T2_MTL,0
LT04_L1TP_189053_19871221_20170210_01_T1_MTL,1
LT04_L1TP_185029_19890621_20170202_01_T1_MTL,1
LT04_L1TP_182037_19900721_20170129_01_T1_MTL,1
LT04_L1GS_006028_19830106_20170220_01_T2_MTL,1
LT04_L1GS_007045_19881009_20170206_01_T2_MTL,0
LT04_L1GS_182011_19880731_20170208_01_T2_MTL,0
LT04_L1TP_008023_19830120_20170220_01_T1_MTL,1
LT04_L1TP_191052_19901227_20170127_01_T1_MTL,1
LT04_L1TP_189028_19920727_20170123_01_T1_MTL,1
LT04_L1TP_181053_19880318_20170209_01_T1_MTL,0
LT04_L1GS_183074_19871211_20170210_01_T2_MTL,0
LT04_L1TP_188033_19881029_20170206_01_T2_MTL,1
LT04_L1TP_183064_19871227_20170210_01_T1_MTL,1
LT04_L1GS_187025_19920713_20170123_01_T2_MTL,1
LT04_L1TP_008057_19900803_20170129_01_T1_MTL,1
LT04_L1GS_004112_19900212_20170131_01_T2_MTL,0
LT04_L1TP_193048_19871030_20170210_01_T1_MTL,0
LT04_L1GS_010038_19871215_20170210_01_T2_MTL,0
LT04_L1GS_184024_19900703_20170129_01_T2_MTL,0
LT04_L1GS_186060_19890204_20170204_01_T2_MTL,0
LT04_L1GS_182024_19880731_20170208_01_T2_MTL,1
LT04_L1GS_181025_19871213_20170210_01_T2_MTL,1
LT04_L1TP_001053_19871216_20170210_01_T1_MTL,1
LT04_L1TP_187026_19880515_20170208_01_T1_MTL,1
LT04_L1TP_008055_19881203_20170205_01_T1_MTL,1
LT04_L1TP_006060_19880612_20170208_01_T1_MTL,0
LT04_L1GS_004060_19880326_20170209_01_T2_MTL,1
LT04_L1TP_185023_19920731_20170123_01_T1_MTL,1
LT04_L1GS_180020_19880107_20170210_01_T2_MTL,0
LT04_L1GS_184059_19900209_20170131_01_T2_MTL,0
LT04_L1TP_003056_19880115_20170210_01_T1_MTL,1
LT04_L1TP_186023_19920706_20170123_01_T1_MTL,0
LT04_L1GS_006014_19890106_20170204_01_T2_MTL,1
LT04_L1GS_188033_19900512_20170130_01_T2_MTL,0
LT04_L1TP_007068_19880111_20170210_01_T1_MTL,1
LT04_L1GS_001110_19900106_20170201_01_T2_MTL,0
LT04_L1TP_002027_19830110_20170220_01_T1_MTL,1
LT04_L1TP_008046_19880930_20170205_01_T1_MTL,1
LT04_L1TP_180029_19880919_20170206_01_T1_MTL,1
LT04_L1GS_001115_19890119_20170205_01_T2_MTL,0
LT04_L1GS_185025_19880602_20170208_01_T2_MTL,1
LT04_L1GS_001061_19920706_20170122_01_T2_MTL,1
LT04_L1TP_184032_19880424_20170209_01_T1_MTL,1
LT04_L1TP_184039_19880323_20170209_01_T1_MTL,1
LT04_L1GS_186062_19881202_20170205_01_T2_MTL,0
LT04_L1GS_180023_19880818_20170206_01_T2_MTL,1
LT04_L1TP_188017_19880911_20170206_01_T1_MTL,1
LT04_L1TP_009055_19890111_20170205_01_T1_MTL,1
LT04_L1GS_181021_19881129_20170205_01_T2_MTL,0
LT04_L1GS_002062_19871121_20170210_01_T2_MTL,0
LT04_L1TP_183024_19890826_20170202_01_T1_MTL,0
LT04_L1TP_005056_19871228_20170210_01_T1_MTL,0
LT04_L1GS_185049_19880330_20170209_01_T2_MTL,0
LT04_L1GS_180030_19900808_20170128_01_T2_MTL,0
LT04_L1GS_189057_19920117_20170124_01_T2_MTL,0
LT04_L1GS_004066_19880411_20170209_01_T2_MTL,0
LT04_L1TP_184025_19880627_20170208_01_T1_MTL,1
LT04_L1GS_186020_19900717_20170129_01_T2_MTL,0
LT04_L1TP_183034_19891216_20170201_01_T1_MTL,1
LT04_L1GS_183115_19891216_20170201_01_T2_MTL,0
LT04_L1TP_008057_19890120_20170205_01_T1_MTL,1
LT04_L1TP_008052_19880610_20170208_01_T1_MTL,1
LT04_L1TP_007053_19880518_20170208_01_T1_MTL,1
LT04_L1GS_183060_19871024_20170210_01_T2_MTL,1
LT04_L1GS_189029_19930324_20170119_01_T2_MTL,1
LT04_L1TP_191027_19890818_20170202_01_T2_MTL,1
LT04_L1TP_186060_19881218_20170205_01_T1_MTL,0
LT04_L1TP_187056_19921220_20170120_01_T1_MTL,0
LT04_L1TP_009055_19891026_20170201_01_T1_MTL,1
LT04_L1GS_003026_19821114_20170220_01_T2_MTL,1
LT04_L1TP_189020_19880513_20170208_01_T1_MTL,1
LT04_L1TP_185023_19890520_20170203_01_T1_MTL,1
LT04_L1GS_185061_19880720_20170208_01_T2_MTL,1
LT04_L1GS_003060_19880131_20170209_01_T2_MTL,1
LT04_L1GS_185115_19890128_20170204_01_T2_MTL,0
LT04_L1TP_004058_19891023_20170201_01_T1_MTL,0
LT04_L1TP_192025_19920817_20170122_01_T1_MTL,1
LT04_L1TP_188019_19880709_20170208_01_T1_MTL,1
LT04_L1GS_004057_19891007_20170201_01_T2_MTL,0
LT04_L1TP_183026_19880807_20170207_01_T1_MTL,0
LT04_L1GS_007049_19881009_20170206_01_T2_MTL,0
LT04_L1GS_185058_19881109_20170206_01_T2_MTL,1
LT04_L1TP_181021_19880825_20170206_01_T1_MTL,0
LT04_L1GS_184025_19871218_20170210_01_T2_MTL,1
LT04_L1TP_191049_19880916_20170206_01_T1_MTL,0
LT04_L1GS_186010_19880711_20170208_01_T2_MTL,0
LT04_L1GS_009051_19900522_20170130_01_T2_MTL,0
LT04_L1TP_189029_19920812_20170122_01_T1_MTL,1
LT04_L1GS_001061_19920620_20170122_01_T2_MTL,1
LT04_L1TP_181034_19891202_20170201_01_T1_MTL,1
LT04_L1TP_007054_19920529_20170124_01_T1_MTL,1
LT04_L1TP_191050_19880324_20170209_01_T1_MTL,0
LT04_L1TP_180031_19891211_20170201_01_T1_MTL,1
LT04_L1TP_185025_19890824_20170202_01_T1_MTL,1
LT04_L1TP_009047_19881210_20170205_01_T1_MTL,1
LT04_L1TP_006053_19871117_20170210_01_T1_MTL,1
LT04_L1GS_006029_19830106_20170220_01_T2_MTL,1
LT04_L1GS_185062_19880805_20170207_01_T2_MTL,0
LT04_L1TP_192022_19880907_20170206_01_T1_MTL,1
LT04_L1TP_192056_19900305_20170131_01_T1_MTL,1
LT04_L1TP_193035_19880509_20170208_01_T1_MTL,1
LT04_L1TP_182013_19880629_20170208_01_T1_MTL,1
LT04_L1TP_187038_19880108_20170210_01_T1_MTL,1
LT04_L1GS_185022_19920715_20170123_01_T2_MTL,1
LT04_L1TP_184034_19871116_20170210_01_T1_MTL,1
LT04_L1TP_001058_19871130_20170210_01_T1_MTL,1
LT04_L1GS_181026_19880606_20170208_01_T2_MTL,1
LT04_L1TP_007063_19880923_20170206_01_T1_MTL,0
LT04_L1TP_186013_19880913_20170206_01_T1_MTL,1
LT04_L1TP_191029_19880730_20170208_01_T1_MTL,1
LT04_L1GS_184063_19880526_20170208_01_T2_MTL,1
LT04_L1TP_002048_19920627_20170122_01_T1_MTL,1
LT04_L1TP_184033_19880424_20170209_01_T1_MTL,1
LT04_L1TP_185050_19880227_20170209_01_T1_MTL,0
LT04_L1TP_191030_19900720_20170130_01_T1_MTL,1
LT04_L1TP_184023_19920910_20170121_01_T1_MTL,1
LT04_L1GS_186036_19880524_20170208_01_T2_MTL,0
LT04_L1TP_183019_19881127_20170205_01_T1_MTL,1
LT04_L1TP_187052_19901129_20170127_01_T1_MTL,0
LT04_L1TP_192027_19880619_20170208_01_T1_MTL,1
LT04_L1GS_002225_19890907_20170201_01_T2_MTL,1
LT04_L1TP_181024_19920601_20170122_01_T1_MTL,1
LT04_L1GS_001055_19901224_20170127_01_T2_MTL,1
LT04_L1TP_001063_19920706_20170122_01_T1_MTL,1
LT04_L1GS_183020_19880722_20170208_01_T2_MTL,0
LT04_L1TP_007054_19890825_20170202_01_T1_MTL,1
LT04_L1GS_001118_19890103_20170204_01_T2_MTL,0
LT04_L1TP_186032_19880524_20170208_01_T1_MTL,1
LT04_L1GS_183075_19871125_20170210_01_T2_MTL,0
LT04_L1TP_009013_19880601_20170208_01_T1_MTL,0
LT04_L1TP_181029_19890711_20170202_01_T1_MTL,1
LT04_L1TP_192042_19880127_20170209_01_T1_MTL,0
LT04_L1TP_181012_19880809_20170207_01_T1_MTL,0
LT04_L1GS_007062_19891012_20170201_01_T2_MTL,0
LT04_L1TP_006055_19880324_20170209_01_T1_MTL,0
LT04_L1TP_183048_19871024_20170210_01_T1_MTL,0
LT04_L1GS_180021_19880107_20170210_01_T2_MTL,0
LT04_L1GS_183026_19871227_20170210_01_T2_MTL,0
LT04_L1TP_182030_19881206_20170205_01_T1_MTL,1
LT04_L1GS_002224_19900622_20170130_01_T2_MTL,1
LT04_L1GS_184064_19871031_20170210_01_T2_MTL,0
LT04_L1TP_180013_19880717_20170208_01_T1_MTL,0
LT04_L1TP_191030_19920709_20170122_01_T1_MTL,1
LT04_L1TP_008047_19881203_20170205_01_T1_MTL,1
LT04_L1GS_186024_19890612_20170203_01_T2_MTL,0
LT04_L1TP_185021_19900624_20170129_01_T1_MTL,0
LT04_L1GS_006061_19880324_20170209_01_T2_MTL,0
LT04_L1GS_181113_19891202_20170201_01_T2_MTL,0
LT04_L1TP_188039_19880506_20170208_01_T1_MTL,0
LT04_L1GS_186025_19890612_20170203_01_T2_MTL,1
LT04_L1GS_182024_19881206_20170205_01_T2_MTL,1
LT04_L1GS_010056_19900222_20170131_01_T2_MTL,1
LT04_L1GS_183064_19871125_20170210_01_T2_MTL,1
LT04_L1TP_186024_19880422_20170209_01_T1_MTL,0
LT04_L1TP_183025_19880823_20170206_01_T1_MTL,1
LT04_L1TP_182029_19920624_20170124_01_T1_MTL,1
LT04_L1GS_005060_19880605_20170208_01_T2_MTL,0
LT04_L1GS_002025_19830110_20170220_01_T2_MTL,1
LT04_L1TP_004055_19880427_20170209_01_T1_MTL,1
LT04_L1GS_181066_19900204_20170131_01_T2_MTL,1
LT04_L1GS_002225_19900302_20170131_01_T2_MTL,1
LT04_L1GS_188036_19900731_20170129_01_T2_MTL,0
LT04_L1GS_185058_19880211_20170209_01_T2_MTL,1
LT04_L1GS_007054_19880603_20170208_01_T2_MTL,1
LT04_L1TP_184025_19890918_20170201_01_T1_MTL,1
LT04_L1GS_186061_19871216_20170210_01_T2_MTL,0
LT04_L1GS_193026_19881016_20170206_01_T2_MTL,1
LT04_L1TP_192041_19880518_20170208_01_T1_MTL,1
LT04_L1GS_005049_19891115_20170201_01_T2_MTL,0
LT04_L1GS_007058_19890606_20170203_01_T2_MTL,1
LT04_L1GS_185059_19900523_20170130_01_T2_MTL,0
LT04_L1GS_009061_19920831_20170122_01_T2_MTL,1
LT04_L1GS_007063_19881009_20170206_01_T2_MTL,0
LT04_L1TP_184025_19900719_20170130_01_T1_MTL,1
LT04_L1GS_181023_19881231_20170205_01_T2_MTL,1
LT04_L1GS_182025_19890904_20170201_01_T2_MTL,1
LT04_L1GS_190117_19890131_20170204_01_T2_MTL,0
LT04_L1TP_010054_19930214_20170120_01_T1_MTL,1
LT04_L1TP_188042_19880131_20170209_01_T1_MTL,1
LT04_L1TP_193030_19900616_20170129_01_T1_MTL,1
LT04_L1GS_193023_19881219_20170205_01_T2_MTL,1
LT04_L1GS_186012_19880812_20170207_01_T2_MTL,1
LT04_L1TP_181038_19881231_20170205_01_T1_MTL,1
LT04_L1GS_009062_19891010_20170201_01_T2_MTL,1
LT04_L1TP_004053_19900401_20170131_01_T1_MTL,1
LT04_L1TP_189054_19880106_20170210_01_T1_MTL,1
LT04_L1TP_183029_19920615_20170122_01_T1_MTL,1
LT04_L1TP_190032_19900526_20170130_01_T1_MTL,0
LT04_L1GS_183073_19880213_20170209_01_T2_MTL,0
LT04_L1TP_188017_19890626_20170202_01_T1_MTL,1
LT04_L1GS_183070_19871227_20170210_01_T2_MTL,0
LT04_L1TP_193027_19880813_20170207_01_T1_MTL,1
LT04_L1TP_186029_19920604_20170122_01_T2_MTL,1
LT04_L1GS_187021_19900708_20170129_01_T2_MTL,1
LT04_L1GS_001054_19871114_20170210_01_T2_MTL,1
LT04_L1GS_004049_19920524_20170122_01_T2_MTL,0
LT04_L1GS_006062_19880612_20170208_01_T2_MTL,0
LT04_L1TP_193050_19920605_20170122_01_T1_MTL,1
LT04_L1GS_193024_19880914_20170206_01_T2_MTL,1
LT04_L1TP_006058_19890802_20170202_01_T2_MTL,0
LT04_L1TP_186059_19890308_20170204_01_T1_MTL,0
LT04_L1TP_009054_19890316_20170204_01_T1_MTL,1
LT04_L1TP_009063_19880617_20170208_01_T1_MTL,1
LT04_L1GS_186059_19900615_20170129_01_T2_MTL,0
LT04_L1TP_189027_19920828_20170122_01_T1_MTL,1
LT04_L1TP_001085_19900327_20170131_01_T1_MTL,1
LT04_L1GS_006018_19890106_20170204_01_T2_MTL,0
LT04_L1GS_185034_19910526_20170126_01_T2_MTL,0
LT04_L1TP_007054_19880518_20170208_01_T1_MTL,1
LT04_L1GS_186026_19920706_20170122_01_T2_MTL,1
LT04_L1GS_192056_19900116_20170201_01_T2_MTL,1
LT04_L1TP_191050_19881002_20170206_01_T1_MTL,0
LT04_L1GS_009057_19890316_20170204_01_T2_MTL,1
LT04_L1GS_005058_19891014_20170201_01_T2_MTL,0
LT04_L1TP_189057_19900228_20170131_01_T1_MTL,0
LT04_L1GS_183062_19890114_20170205_01_T2_MTL,1
LT04_L1TP_004059_19891023_20170201_01_T1_MTL,0
LT04_L1TP_184032_19871116_20170210_01_T1_MTL,1
LT04_L1TP_187022_19871223_20170210_01_T1_MTL,1
LT04_L1TP_189026_19920812_20170122_01_T2_MTL,1
LT04_L1TP_183026_19890522_20170203_01_T1_MTL,0
LT04_L1GS_186061_19880524_20170208_01_T2_MTL,0
LT04_L1GS_181020_19920905_20170123_01_T2_MTL,0
LT04_L1TP_183061_19880722_20170208_01_T1_MTL,1
LT04_L1GS_005061_19880113_20170210_01_T2_MTL,0
LT04_L1TP_004071_19871205_20170210_01_T1_MTL,1
LT04_L1GS_184025_19871202_20170210_01_T2_MTL,1
LT04_L1TP_192024_19920801_20170122_01_T1_MTL,1
LT04_L1GS_184023_19880424_20170209_01_T2_MTL,1
LT04_L1GS_184017_19880830_20170206_01_T2_MTL,1
LT04_L1GS_183025_19890911_20170201_01_T2_MTL,1
LT04_L1GS_003053_19900221_20170131_01_T2_MTL,1
LT04_L1GS_001114_19890119_20170204_01_T2_MTL,0
LT04_L1GS_007063_19880111_20170210_01_T2_MTL,0
LT04_L1TP_181013_19880724_20170208_01_T1_MTL,0
LT04_L1TP_006059_19880425_20170209_01_T1_MTL,0
LT04_L1GS_010056_19900121_20170131_01_T2_MTL,1
LT04_L1TP_008021_19830120_20170220_01_T1_MTL,1
LT04_L1GS_003057_19880522_20170208_01_T2_MTL,1
LT04_L1TP_009012_19880601_20170208_01_T1_MTL,0
LT04_L1GS_181113_19891116_20170201_01_T2_MTL,0
LT04_L1TP_181018_19880825_20170206_01_T1_MTL,1
LT04_L1GS_010027_19821201_20170220_01_T2_MTL,1
LT04_L1GS_191058_19901227_20170129_01_T2_MTL,0
LT04_L1GS_180011_19880903_20170206_01_T2_MTL,0
LT04_L1GS_183065_19880706_20170208_01_T2_MTL,1
LT04_L1TP_009053_19881210_20170205_01_T1_MTL,1
LT04_L1GS_183065_19880722_20170208_01_T2_MTL,1
LT04_L1GS_185025_19880805_20170207_01_T2_MTL,1
LT04_L1GS_007064_19881009_20170205_01_T2_MTL,1
LT04_L1TP_180013_19880701_20170208_01_T1_MTL,0
LT04_L1TP_184021_19880915_20170206_01_T1_MTL,0
LT04_L1TP_183066_19890114_20170204_01_T1_MTL,0
LT04_L1GS_007062_19880111_20170210_01_T2_MTL,0
LT04_L1GS_192034_19880315_20170209_01_T2_MTL,1
LT04_L1TP_192053_19900201_20170131_01_T1_MTL,0
LT04_L1GS_189024_19920711_20170123_01_T2_MTL,1
LT04_L1GS_188058_19910107_20170127_01_T2_MTL,0
LT04_L1TP_188032_19880506_20170208_01_T1_MTL,0
LT04_L1GS_186034_19871130_20170210_01_T2_MTL,0
LT04_L1TP_004055_19891023_20170201_01_T1_MTL,1
LT04_L1GS_188019_19880506_20170209_01_T2_MTL,1
LT04_L1GS_191114_19900125_20170131_01_T2_MTL,0
LT04_L1GS_002059_19880616_20170208_01_T2_MTL,1
LT04_L1GS_185012_19880602_20170208_01_T2_MTL,1
LT04_L1TP_186059_19900207_20170131_01_T1_MTL,0
LT04_L1TP_187025_19920830_20170121_01_T1_MTL,1
LT04_L1TP_007061_19881025_20170206_01_T1_MTL,0
LT04_L1GS_008056_19920925_20170121_01_T2_MTL,1
LT04_L1GS_184037_19880307_20170209_01_T2_MTL,0
LT04_L1TP_189027_19920913_20170121_01_T1_MTL,1
LT04_L1TP_009021_19830127_20170220_01_T2_MTL,1
LT04_L1GS_192023_19881212_20170205_01_T2_MTL,1
LT04_L1GS_003058_19880623_20170208_01_T2_MTL,1
LT04_L1TP_186051_19880202_20170209_01_T1_MTL,0
LT04_L1TP_007063_19920918_20170122_01_T1_MTL,0
LT04_L1GS_184021_19880627_20170208_01_T2_MTL,0
LT04_L1GS_186011_19880812_20170207_01_T2_MTL,0
LT04_L1TP_192020_19890606_20170203_01_T1_MTL,0
LT04_L1TP_010053_19880320_20170209_01_T1_MTL,0
LT04_L1GS_183030_19871227_20170210_01_T2_MTL,1
LT04_L1TP_009056_19890604_20170203_01_T1_MTL,1
LT04_L1GS_005021_19820824_20170220_01_T2_MTL,0
LT04_L1GS_185026_19881227_20170205_01_T2_MTL,1
LT04_L1TP_004053_19891007_20170201_01_T1_MTL,1
LT04_L1GS_009029_19821226_20170220_01_T2_MTL,1
LT04_L1TP_184028_19881102_20170205_01_T1_MTL,1
LT04_L1TP_008023_19830104_20170220_01_T1_MTL,1
LT04_L1TP_193024_19920605_20170122_01_T1_MTL,1
LT04_L1GS_005028_19821112_20170220_01_T2_MTL,1
LT04_L1TP_182014_19880816_20170206_01_T1_MTL,1
LT04_L1TP_193028_19871217_20170210_01_T1_MTL,1
LT04_L1TP_003054_19900221_20170131_01_T1_MTL,0
LT04_L1GS_182012_19880715_20170208_01_T2_MTL,0
LT04_L1GS_184025_19880915_20170206_01_T2_MTL,1
LT04_L1TP_186028_19881218_20170205_01_T1_MTL,1
LT04_L1TP_192052_19901202_20170127_01_T1_MTL,1
LT04_L1TP_180020_19880717_20170208_01_T1_MTL,0
LT04_L1TP_190038_19880113_20170210_01_T1_MTL,1
LT04_L1TP_007051_19880331_20170209_01_T1_MTL,1
LT04_L1TP_182024_19880629_20170208_01_T1_MTL,1
LT04_L1TP_008057_19900702_20170130_01_T1_MTL,1
LT04_L1TP_186061_19890409_20170204_01_T1_MTL,0
LT04_L1GS_186058_19900615_20170129_01_T2_MTL,1
LT04_L1GS_184061_19881204_20170205_01_T2_MTL,1
LT04_L1TP_182024_19880105_20170210_01_T1_MTL,1
LT04_L1TP_009054_19881023_20170205_01_T1_MTL,1
LT04_L1GS_007060_19871226_20170210_01_T2_MTL,0
LT04_L1GS_009021_19821226_20170220_01_T2_MTL,1
LT04_L1GS_187028_19930716_20170118_01_T2_MTL,1
LT04_L1GS_006117_19890106_20170204_01_T2_MTL,0
LT04_L1TP_184021_19920724_20170123_01_T1_MTL,0
LT04_L1TP_188012_19890728_20170202_01_T1_MTL,1
LT04_L1TP_007047_19880518_20170208_01_T1_MTL,1
LT04_L1TP_007055_19880923_20170206_01_T1_MTL,1
LT04_L1TP_186021_19900802_20170129_01_T1_MTL,1
LT04_L1GS_010020_19830203_20170220_01_T2_MTL,1
LT04_L1TP_192055_19900321_20170131_01_T1_MTL,1
LT04_L1GS_192024_19920529_20170124_01_T2_MTL,1
LT04_L1GS_186061_19890204_20170204_01_T2_MTL,0
LT04_L1TP_004053_19891023_20170201_01_T1_MTL,1
LT04_L1GS_005060_19871228_20170210_01_T2_MTL,0
LT04_L1TP_182044_19880325_20170209_01_T1_MTL,0
LT04_L1GS_184062_19880729_20170208_01_T2_MTL,1
LT04_L1GS_189116_19891108_20170201_01_T2_MTL,0
LT04_L1GS_185025_19900811_20170128_01_T2_MTL,1
LT04_L1GS_186024_19881218_20170205_01_T2_MTL,0
LT04_L1TP_180012_19880717_20170208_01_T1_MTL,0
LT04_L1GS_182019_19871220_20170210_01_T2_MTL,1
LT04_L1TP_182036_19881206_20170205_01_T1_MTL,0
LT04_L1TP_187031_19871223_20170210_01_T1_MTL,1
LT04_L1TP_193025_19881117_20170205_01_T1_MTL,1
LT04_L1GS_190121_19890131_20170204_01_T2_MTL,0
LT04_L1TP_183012_19880604_20170208_01_T1_MTL,1
LT04_L1GS_193027_19900702_20170129_01_T2_MTL,1
LT04_L1TP_180033_19881005_20170206_01_T1_MTL,1
LT04_L1GS_186029_19930319_20170120_01_T2_MTL,1
LT04_L1GS_004112_19890209_20170204_01_T2_MTL,0
LT04_L1TP_184017_19880713_20170208_01_T1_MTL,1
LT04_L1TP_193021_19880509_20170208_01_T1_MTL,1
LT04_L1TP_002074_19890806_20170202_01_T1_MTL,1
LT04_L1TP_192054_19910103_20170127_01_T1_MTL,0
LT04_L1GS_004113_19880106_20170210_01_T2_MTL,0
LT04_L1TP_181022_19880708_20170208_01_T1_MTL,0
LT04_L1GS_183011_19880604_20170208_01_T2_MTL,0
LT04_L1TP_180058_19901230_20170127_01_T1_MTL,0
LT04_L1TP_185012_19880704_20170208_01_T1_MTL,1
LT04_L1TP_009059_19900623_20170129_01_T1_MTL,1
LT04_L1GS_002058_19900708_20170130_01_T2_MTL,1
LT04_L1TP_009046_19890111_20170204_01_T1_MTL,1
LT04_L1TP_008054_19910110_20170128_01_T1_MTL,1
LT04_L1TP_188056_19880131_20170209_01_T1_MTL,1
LT04_L1GS_009061_19880719_20170208_01_T2_MTL,1
LT04_L1TP_183032_19891216_20170201_01_T1_MTL,1
LT04_L1TP_188030_19920922_20170121_01_T1_MTL,1
LT04_L1GS_009057_19900215_20170131_01_T2_MTL,1
LT04_L1GS_186058_19871029_20170210_01_T2_MTL,1
LT04_L1GS_184063_19900209_20170131_01_T2_MTL,1
LT04_L1GS_182042_19880528_20170208_01_T2_MTL,0
LT04_L1TP_181027_19890711_20170202_01_T1_MTL,1
LT04_L1GS_004052_19880614_20170208_01_T2_MTL,0
LT04_L1TP_007046_19881110_20170205_01_T1_MTL,1
LT04_L1GS_009061_19881108_20170205_01_T2_MTL,1
LT04_L1TP_006069_19871117_20170210_01_T1_MTL,1
LT04_L1TP_186014_19880711_20170208_01_T1_MTL,1
LT04_L1TP_180017_19880717_20170208_01_T1_MTL,0
LT04_L1GS_006063_19871219_20170210_01_T2_MTL,0
LT04_L1GS_002224_19900214_20170131_01_T2_MTL,1
LT04_L1TP_188051_19880131_20170209_01_T1_MTL,0
LT04_L1TP_181047_19881231_20170205_01_T1_MTL,0
LT04_L1TP_188038_19880115_20170210_01_T1_MTL,1
LT04_L1TP_180025_19880919_20170206_01_T1_MTL,1
LT04_L1GS_002055_19900403_20170131_01_T2_MTL,1
LT04_L1GS_184061_19880220_20170209_01_T2_MTL,1
LT04_L1GS_184063_19880915_20170206_01_T2_MTL,1
LT04_L1TP_193026_19900531_20170129_01_T1_MTL,1
LT04_L1GS_184027_19880526_20170208_01_T2_MTL,1
LT04_L1TP_002067_19871121_20170210_01_T2_MTL,1
LT04_L1GS_004070_19880411_20170209_01_T2_MTL,1
LT04_L1TP_007056_19890113_20170205_01_T1_MTL,1
LT04_L1GS_186061_19871029_20170210_01_T2_MTL,0
LT04_L1GS_006051_19880511_20170208_01_T2_MTL,1
